frequency,cf1,cf2,cf3,cf4
1278.588898,0.697376308,0.42977074,0.017869397,0.058109167
1280.517388,0.692491509,0.425755392,0.017733695,0.057051817
1282.445878,0.687195757,0.421804361,0.017599519,0.056063493
1284.374368,0.681561681,0.417935123,0.019605932,0.055128449
1286.302858,0.675804014,0.414066688,0.019465111,0.054207465
1288.231349,0.670007469,0.410084908,0.019320499,0.05360731
1290.159839,0.664234924,0.406074452,0.019173499,0.052621412
1292.088329,0.658575854,0.402256026,0.019024802,0.051643159
1294.016819,0.65307067,0.398628251,0.018873924,0.050711084
1295.945309,0.647912693,0.395046032,0.018723386,0.04983477
1297.873799,0.64332278,0.391547218,0.018577471,0.048997107
1299.802289,0.639048408,0.388224736,0.018435993,0.048171657
1301.730779,0.634578467,0.384983285,0.018294415,0.047339658
1303.659269,0.62976144,0.381656238,0.018149884,0.046485293
1305.587759,0.624721579,0.378193968,0.018004124,0.0420115
1307.516249,0.619513186,0.374683069,0.01786048,0.041097084
1309.444739,0.614184544,0.37128132,0.017719503,0.040172101
1311.373229,0.608926712,0.36806194,0.017577766,0.039900676
1313.301719,0.603945389,0.364874585,0.017431738,0.039044906
1315.230209,0.599102172,0.361504758,0.017281877,0.038231727
1317.158699,0.593909014,0.357956253,0.01713085,0.037462684
1319.087189,0.588206296,0.354374953,0.016979369,0.036741376
1321.015679,0.58244915,0.350794941,0.016826684,0.036043954
1322.944169,0.577019935,0.347178256,0.01667303,0.035325848
1324.872659,0.571859205,0.343589123,0.01651981,0.03456507
1326.801149,0.566921286,0.340190619,0.01636921,0.03377856
1328.729639,0.56236606,0.337144591,0.016223457,0.033004409
1330.658129,0.558315171,0.334492156,0.017971379,0.032270042
1332.586619,0.554682935,0.332079503,0.017825685,0.031572833
1334.51511,0.551020005,0.329686587,0.017674691,0.031730506
1336.4436,0.546746293,0.327202994,0.017517214,0.031090389
1338.37209,0.541862928,0.324528705,0.017353955,0.030465337
1340.30058,0.536897608,0.321437714,0.017183659,0.029811337
1342.22907,0.53206576,0.317729562,0.01700193,0.029076257
1344.15756,0.527144844,0.313311734,0.016804909,0.028224044
1346.08605,0.521887421,0.308489684,0.016594775,0.027267631
1348.01454,0.516068865,0.303604551,0.016379787,0.027796583
1349.94303,0.509688492,0.298880852,0.016167196,0.026849336
1351.87152,0.503201959,0.294253881,0.015958372,0.025969274
1353.80001,0.497010588,0.289558981,0.015751724,0.025125536
1355.7285,0.491030221,0.284755862,0.015545623,0.024273856
1357.65699,0.485105581,0.279851174,0.015336998,0.023376368
1359.58548,0.479357458,0.274825324,0.015121571,0.022418019
1361.51397,0.473877535,0.269750854,0.016420873,0.021395655
1363.44246,0.468410869,0.264708727,0.016182612,0.020565899
1365.37095,0.462487863,0.25963172,0.015934528,0.019432623
1367.29944,0.455830063,0.254505121,0.015681491,0.018301512
1369.22793,0.448595078,0.249439616,0.015430071,0.017968789
1371.15642,0.441122799,0.244377739,0.015185469,0.016909336
1373.08491,0.4335563,0.239066425,0.014948833,0.015865575
1375.0134,0.426036504,0.233339571,0.0147168,0.010740868
1376.94189,0.418401623,0.227238101,0.014486549,0.009654092
1378.870381,0.410709378,0.221004379,0,0.009060882
1380.798871,0.403121426,0.215013119,0,0.008419851
1382.727361,0.395970094,0.209488041,0,0.007501395
1384.655851,0.389586793,0.20439586,0,0.007488778
1386.584341,0.38403023,0.199785294,0,0.007610792
1388.512831,0.378952184,0.149246174,0,0.00693726
1390.441321,0.373708029,0.145867407,0,0.006320097
1392.369811,0.367833447,0.142542954,0,0.006132684
1394.298301,0.361498855,0.139000235,0,0.005720931
1396.226791,0.355313333,0.135339864,0,0.005315836
1398.155281,0.349723011,0.131797855,0,0.005095406
1400.083771,0.344951197,0.128502589,0,0
1402.012261,0.341338517,0.125451197,0,0
1403.940751,0.339070834,0.122624501,0,0
1405.869241,0.337674791,0.120071117,0,0
1407.797731,0.336191964,0.117860284,0,0
1409.726221,0.333757783,0.115947858,0,0
1411.654711,0.330164958,0.114257521,0,0
1413.583201,0.325994664,0.112930257,0,0
1415.511691,0.321942192,0.112159688,0,0
1417.440181,0.31822147,0.111767225,0,0
1419.368671,0.314895123,0.111292295,0,0
1421.297161,0.31217731,0.110460652,0,0
1423.225652,0.310022775,0.109282677,0,0
1425.154142,0.308019156,0.10786046,0,0
1427.082632,0.305870918,0.106343766,0,0
1429.011122,0.303600058,0.10493846,0,0
1430.939612,0.301416741,0.103871682,0,0
1432.868102,0.299590834,0.103314961,0,0
1434.796592,0.298302869,0.103192863,0,0
1436.725082,0.297557296,0.103212219,0,0
1438.653572,0.29719225,0.103178377,0,0
1440.582062,0.29691335,0.103040737,0,0
1442.510552,0.296344457,0.102713274,0,0
1444.439042,0.295146272,0.102167551,0,0
1446.367532,0.293197738,0.101578223,0,0
1448.296022,0.290747965,0.101178589,0,0
1450.224512,0.288353756,0.101046938,0,0
1452.153002,0.286581837,0.101077634,0,0
1454.081492,0.285741011,0.101149028,0,0
1456.009982,0.285716354,0.101272946,0,0
1457.938472,0.286025931,0.101464115,0,0
1459.866962,0.286242412,0.101608136,0,0
1461.795452,0.286243068,0.101630954,0,0
1463.723942,0.286076711,0.101650873,0,0
1465.652432,0.285916308,0.101888403,0,0
1467.580922,0.286008522,0.102529534,0,0
1469.509413,0.286403033,0.103649373,0,0
1471.437903,0.28690921,0.105179176,0,0.004777995
1473.366393,0.287383274,0.106955225,0,0.005023991
1475.294883,0.287762431,0.10880576,0,0.005266919
1477.223373,0.287871681,0.110520941,0,0.005297801
1479.151863,0.287519918,0.111820809,0,0.005151152
1481.080353,0.28676335,0.112544466,0,0.004996705
1483.008843,0.285998557,0.112825191,0,0.005021764
1484.937333,0.285672382,0.112941692,0,0.005259852
1486.865823,0.285729687,0.113108855,0,0.005599382
1488.794313,0.28564038,0.113427615,0,0.006047994
1490.722803,0.285136037,0.113824362,0,0.006447357
1492.651293,0.292667012,0.114117509,0,0.006333653
1494.579783,0.291909992,0.114254951,0,0.006357822
1496.508273,0.290734383,0.11424704,0,0.006326388
1498.436763,0.288867468,0.113998804,0,0.006612147
1500.365253,0.286650991,0.113528886,0,0.006932413
1502.293743,0.284863196,0.112996755,0,0.007673252
1504.222233,0.284026777,0.112371658,0,0.008223527
1506.150723,0.283947354,0.111599923,0,0.007756015
1508.079213,0.284004608,0.110941079,0,0.007948604
1510.007703,0.283756252,0.110635491,0,0.0079988
1511.936193,0.283090406,0.110576039,0,0.007890704
1513.864684,0.281974586,0.110529544,0,0.007747893
1515.793174,0.280329612,0.110340233,0,0.007789658
1517.721664,0.27828581,0.10993931,0,0.008085993
1519.650154,0.276312491,0.109271915,0,0.008412157
1521.578644,0.274667942,0.108122186,0,0.008430867
1523.507134,0.273034382,0.106260296,0,0.00802175
1525.435624,0.27109559,0.103916876,0,0.008093922
1527.364114,0.268912811,0.101697852,0,0.007240262
1529.292604,0.26646573,0.099925197,0,0.006825422
1531.221094,0.263563606,0.098467433,0,0.006803739
1533.149584,0.260348563,0.09713672,0,0.00727255
1535.078074,0.257250564,0.095844324,0,0.007512313
1537.006564,0.254488622,0.123850286,0,0.008437635
1538.935054,0.251939849,0.122316112,0,0.009222035
1540.863544,0.249280757,0.120662792,0,0.00909497
1542.792034,0.231908506,0.118914673,0,0.008030436
1544.720524,0.2287749,0.117154316,0,0.007715642
1546.649014,0.225795884,0.115418617,0,0.00660171
1548.577504,0.222720479,0.113539255,0,0.006125882
1550.505994,0.219027129,0.111362606,0,0.006152239
1552.434484,0.214864596,0.108945974,0,0.006638865
1554.362974,0.21102216,0.106350516,0,0.00766775
1556.291464,0.208033516,0.103672506,0,0.007669817
1558.219954,0.205774551,0.101247293,0,0.007802176
1560.148445,0.203813434,0.099344775,0,0.008127113
1562.076935,0.201890412,0.097855137,0,0.007223456
1564.005425,0.200036903,0.096512832,0,0.006515263
1565.933915,0.198245203,0.095128171,0,0.00528159
1567.862405,0.196229894,0.093631969,0,0
1569.790895,0.193754405,0.092097206,0,0
1571.719385,0.190995333,0.090536607,0,0.005045068
1573.647875,0.188354178,0.088788188,0,0.005098866
1575.576365,0.186000213,0.086835237,0,0.005065885
1577.504855,0.183714875,0.08489742,0,0.005001367
1579.433345,0.18123023,0.083061721,0,0
1581.361835,0.178625318,0.08115284,0,0
1583.290325,0.176170977,0.089936317,0,0
1585.218815,0.173854501,0.087517891,0,0
1587.147305,0.171417713,0.085213514,0,0
1589.075795,0.168797859,0.083348745,0,0
1591.004285,0.166052946,0.081860778,0,0
1592.932775,0.162985243,0.080458469,0,0
1594.861265,0.159357028,0.079080791,0,0
1596.789755,0.155336863,0.077903384,0,0
1598.718245,0.151351094,0.07690601,0,0
1600.646735,0.147644555,0.075714366,0,0
1602.575225,0.14425814,0.073978739,0,0
1604.503716,0.141154087,0.078707019,0,0
1606.432206,0.138164809,0.076155446,0,0
1608.360696,0.135116502,0.073573177,0,0
1610.289186,0.145364236,0.071119706,0,0
1612.217676,0.141808515,0,0,0
1614.146166,0.137817149,0,0,0
1616.074656,0.133750202,0,0,0
1618.003146,0.130038501,0,0,0
1619.931636,0.126621549,0,0,0
1621.860126,0.123173877,0,0,0
1623.788616,0.119560015,0,0,0
1625.717106,0.115894319,0,0,0
1627.645596,0.112475643,0,0,0
1629.574086,0.090894744,0,0,0
1631.502576,0.088790999,0,0,0
1633.431066,0.087436138,0,0,0
1635.359556,0.086696058,0,0,0
1637.288046,0.086002363,0,0,0
1639.216536,0.084672384,0,0,0
1641.145026,0.082424791,0,0,0
1643.073516,0.079306458,0,0,0
1645.002006,0.075541445,0,0,0
1646.930496,0.071726769,0,0,0
1648.858986,0.068703739,0,0,0
1650.787477,0.066903882,0,0,0
1652.715967,0.066059332,0,0,0
1654.644457,0.065609751,0,0,0
1656.572947,0.065121341,0,0,0
1658.501437,0.064439017,0,0,0
1660.429927,0.063642096,0,0,0
1662.358417,0.062757578,0,0,0
1664.286907,0.061655151,0,0,0
1666.215397,0.06033401,0,0,0
1668.143887,0.058980738,0,0,0
1670.072377,0.057667831,0,0,0
1672.000867,0.056276754,0,0,0
1673.929357,0.054610636,0,0,0
1675.857847,0.057632365,0,0,0
1677.786337,0.054872406,0,0,0
1679.714827,0.052150789,0,0,0
1681.643317,0.050261743,0,0,0
1683.571807,0.049362706,0,0,0
1685.500297,0.048861352,0,0,0
1687.428787,0.04817658,0,0,0
1689.357277,0.051256098,0,0,0
1691.285767,0.050097235,0,0,0
1693.214257,0.048501227,0,0,0
1695.142748,0.046164626,0,0,0
1697.071238,0.043128968,0,0,0
1698.999728,0.048401577,0,0,0
1700.928218,0.045748524,0,0,0
1702.856708,0.043749388,0,0,0
1704.785198,0.042023369,0,0,0
1706.713688,0.040351114,0,0,0
1708.642178,0.03879187,0,0,0
1710.570668,0.037490898,0,0,0
1712.499158,0.041518326,0,0,0
1714.427648,0.040874522,0,0,0
1716.356138,0.040323578,0,0,0
1718.284628,0.039787584,0,0,0
1720.213118,0.039078365,0,0,0
1722.141608,0.037814369,0,0,0
1724.070098,0.035956153,0,0,0
1725.998588,0.033982751,0,0,0
1727.927078,0.034407789,0,0,0
1729.855568,0.033657938,0,0,0
1731.784058,0.033460779,0,0,0
1733.712548,0.033445175,0,0,0
1735.641038,0.033575776,0,0,0
1737.569528,0.033860784,0,0,0
1739.498019,0.033766505,0,0,0
1741.426509,0.032720358,0,0,0
1743.354999,0.030777163,0,0,0
1745.283489,0,0,0,0
1747.211979,0,0,0,0
1749.140469,0,0,0,0
1751.068959,0,0,0,0
1752.997449,0,0,0,0
1754.925939,0,0,0,0
1756.854429,0,0,0,0
1758.782919,0,0,0,0
1760.711409,0,0,0,0
1762.639899,0,0,0,0
1764.568389,0,0,0,0
1766.496879,0,0,0,0
1768.425369,0,0,0,0
1770.353859,0,0,0,0
1772.282349,0,0,0,0
1774.210839,0,0,0,0
1776.139329,0,0,0,0
1778.067819,0,0,0,0
1779.996309,0,0,0,0
1781.924799,0,0,0,0
1783.853289,0,0,0,0
1785.78178,0,0,0,0
1787.71027,0,0,0,0
1789.63876,0,0,0,0
1791.56725,0,0,0,0
1793.49574,0,0,0,0
1795.42423,0,0,0,0
1797.35272,0,0,0,0
1799.28121,0,0,0,0
1801.2097,0,0,0,0
1803.13819,0,0,0,0
1805.06668,0,0,0,0
1806.99517,0,0,0,0
1808.92366,0,0,0,0
1810.85215,0,0,0,0
1812.78064,0,0,0,0
1814.70913,0,0,0,0
1816.63762,0,0,0,0
1818.56611,0,0,0,0
1820.4946,0,0,0,0
1822.42309,0,0,0,0
1824.35158,0,0,0,0
1826.28007,0,0,0,0
1828.20856,0,0,0,0
1830.137051,0,0,0,0
1832.065541,0,0,0,0
1833.994031,0,0,0,0
1835.922521,0,0,0,0
1837.851011,0,0,0,0
1839.779501,0,0,0,0
1841.707991,0,0,0,0
1843.636481,0,0,0,0
1845.564971,0,0,0,0
1847.493461,0,0,0,0
1849.421951,0,0,0,0
1851.350441,0,0,0,0
1853.278931,0,0,0,0
1855.207421,0,0,0,0
1857.135911,0,0,0,0
1859.064401,0,0,0,0
1860.992891,0,0,0,0
1862.921381,0,0,0,0
1864.849871,0,0,0,0
1866.778361,0,0,0,0
1868.706851,0,0,0,0
1870.635341,0,0,0,0
1872.563831,0,0,0,0
1874.492321,0,0,0,0
1876.420812,0,0,0,0
1878.349302,0,0,0,0
1880.277792,0,0,0,0
1882.206282,0,0,0,0
1884.134772,0,0,0,0
1886.063262,0,0,0,0
1887.991752,0,0,0,0
1889.920242,0,0,0,0
1891.848732,0,0,0,0
1893.777222,0,0,0,0
1895.705712,0,0,0,0
1897.634202,0,0,0,0
1899.562692,0,0,0,0
1901.491182,0,0,0,0
1903.419672,0,0,0,0
1905.348162,0,0,0,0
1907.276652,0,0,0,0
1909.205142,0,0,0,0
1911.133632,0,0,0,0
1913.062122,0,0,0,0
1914.990612,0,0,0,0
1916.919102,0,0,0,0
1918.847592,0,0,0,0
1920.776083,0,0,0,0
1922.704573,0,0,0,0
1924.633063,0,0,0,0
1926.561553,0,0,0,0
1928.490043,0,0,0,0
1930.418533,0,0,0,0
1932.347023,0,0,0,0
1934.275513,0,0,0,0
1936.204003,0,0,0,0
1938.132493,0,0,0,0
1940.060983,0,0,0,0
1941.989473,0,0,0,0
1943.917963,0,0,0,0
1945.846453,0,0,0,0
1947.774943,0,0,0,0
1949.703433,0,0,0,0
1951.631923,0,0,0,0
1953.560413,0,0,0,0
1955.488903,0,0,0,0
1957.417393,0,0,0,0
1959.345883,0,0,0,0
1961.274373,0,0,0,0
1963.202863,0,0,0,0
1965.131353,0,0,0,0
1967.059844,0,0,0,0
1968.988334,0,0,0,0
1970.916824,0,0,0,0
1972.845314,0,0,0,0
1974.773804,0,0,0,0
1976.702294,0,0,0,0
1978.630784,0,0,0,0
1980.559274,0,0,0,0
1982.487764,0,0,0,0
1984.416254,0,0,0,0
1986.344744,0,0,0,0
1988.273234,0,0,0,0
1990.201724,0,0,0,0
1992.130214,0,0,0,0
1994.058704,0,0,0,0
1995.987194,0,0,0,0
1997.915684,0,0,0,0
1999.844174,0,0,0,0
2001.772664,0,0,0,0
2003.701154,0,0,0,0
2005.629644,0,0,0,0
2007.558134,0,0,0,0
2009.486624,0,0,0,0
2011.415115,0,0,0,0
2013.343605,0,0,0,0
2015.272095,0,0,0,0
2017.200585,0,0,0,0
2019.129075,0,0,0,0
2021.057565,0,0,0,0
2022.986055,0,0,0,0
2024.914545,0,0,0,0
2026.843035,0,0,0,0
2028.771525,0,0,0,0
2030.700015,0,0,0,0
2032.628505,0,0,0,0
2034.556995,0,0,0,0
2036.485485,0,0,0,0
2038.413975,0,0,0,0
2040.342465,0,0,0,0
2042.270955,0,0,0,0
2044.199445,0,0,0,0
2046.127935,0,0,0,0
2048.056425,0,0,0,0
2049.984915,0,0,0,0
2051.913405,0,0,0,0
2053.841895,0,0,0,0
2055.770386,0,0,0,0
2057.698876,0,0,0,0
2059.627366,0,0,0,0
2061.555856,0,0,0,0
2063.484346,0,0,0,0
2065.412836,0,0,0,0
2067.341326,0,0,0,0
2069.269816,0,0,0,0
2071.198306,0,0,0,0
2073.126796,0,0,0,0
2075.055286,0,0,0,0
2076.983776,0,0,0,0
2078.912266,0,0,0,0
2080.840756,0,0,0,0
2082.769246,0,0,0,0
2084.697736,0,0,0,0
2086.626226,0,0,0,0
2088.554716,0,0,0,0
2090.483206,0,0,0,0
2092.411696,0,0,0,0
2094.340186,0,0,0,0
2096.268676,0,0,0,0
2098.197166,0,0,0,0
2100.125656,0,0,0,0
2102.054147,0,0,0,0
2103.982637,0,0,0,0
2105.911127,0,0,0,0
2107.839617,0,0,0,0
2109.768107,0,0,0,0
2111.696597,0,0,0,0
2113.625087,0,0,0,0
2115.553577,0,0,0,0
2117.482067,0,0,0,0
2119.410557,0,0,0,0
2121.339047,0,0,0,0
2123.267537,0,0,0,0
2125.196027,0,0,0,0
2127.124517,0,0,0,0
2129.053007,0,0,0,0
2130.981497,0,0,0,0
2132.909987,0,0,0,0
2134.838477,0,0,0,0
2136.766967,0,0,0,0
2138.695457,0,0,0,0
2140.623947,0,0,0,0
2142.552437,0,0,0,0
2144.480927,0,0,0,0
2146.409418,0,0,0,0
2148.337908,0,0,0,0
2150.266398,0,0,0,0
2152.194888,0,0,0,0
2154.123378,0,0,0,0
2156.051868,0,0,0,0
2157.980358,0,0,0,0
2159.908848,0,0,0,0
2161.837338,0,0,0,0
2163.765828,0,0,0,0
2165.694318,0,0,0,0
2167.622808,0,0,0,0
2169.551298,0,0,0,0
2171.479788,0,0,0,0
2173.408278,0,0,0,0
2175.336768,0,0,0,0
2177.265258,0,0,0,0
2179.193748,0,0,0,0
2181.122238,0,0,0,0
2183.050728,0,0,0,0
2184.979218,0,0,0,0
2186.907708,0,0,0,0
2188.836198,0,0,0,0
2190.764688,0,0,0,0
2192.693179,0,0,0,0
2194.621669,0,0,0,0
2196.550159,0,0,0,0
2198.478649,0,0,0,0
2200.407139,0,0,0,0
2202.335629,0,0,0,0
2204.264119,0,0,0,0
2206.192609,0,0,0,0
2208.121099,0,0,0,0
2210.049589,0,0,0,0
2211.978079,0,0,0,0
2213.906569,0,0,0,0
2215.835059,0,0,0,0
2217.763549,0,0,0,0
2219.692039,0,0,0,0
2221.620529,0.033496411,0,0,0
2223.549019,0.040151836,0,0,0
2225.477509,0.043716713,0,0,0
2227.405999,0.04269858,0,0,0
2229.334489,0.038777047,0,0,0
2231.262979,0.035572304,0,0,0
2233.191469,0.033959339,0,0,0
2235.119959,0.036371238,0,0,0
2237.04845,0.040834568,0,0,0
2238.97694,0.04428606,0,0,0
2240.90543,0.047293907,0,0,0
2242.83392,0.047280135,0,0,0
2244.76241,0.045878956,0,0,0
2246.6909,0.044457234,0,0,0
2248.61939,0.043457042,0,0,0
2250.54788,0.043332853,0,0,0
2252.47637,0.044776401,0,0,0
2254.40486,0.047494244,0,0,0
2256.33335,0.049690493,0,0,0
2258.26184,0.05010498,0,0,0
2260.19033,0.049836664,0,0,0
2262.11882,0.050632993,0,0,0
2264.04731,0.052628419,0,0,0
2265.9758,0.05515815,0,0,0
2267.90429,0.05008375,0,0,0
2269.83278,0.053934264,0,0,0
2271.76127,0.057536384,0,0,0
2273.68976,0.059376862,0,0,0.005112913
2275.61825,0.05905548,0,0,0.005383405
2277.54674,0.057122004,0,0,0.005724326
2279.47523,0.05391848,0,0,0.005964952
2281.40372,0.049920189,0,0,0.00636126
2283.332211,0.05503472,0,0,0.00663232
2285.260701,0.054306445,0,0,0.006802391
2287.189191,0.048011549,0,0,0.006953143
2289.117681,0.051732152,0,0,0.007163821
2291.046171,0.055526006,0,0,0.00718274
2292.974661,0.058779206,0,0,0.007696771
2294.903151,0.061697182,0,0,0.008069761
2296.831641,0.056732954,0,0,0.008348582
2298.760131,0.057450076,0,0,0.008534746
2300.688621,0.056358401,0,0,0.008370802
2302.617111,0.06157373,0,0,0.008615952
2304.545601,0.059206264,0,0,0.008974136
2306.474091,0.05630445,0,0,0.009398631
2308.402581,0.052472698,0,0,0.009252637
2310.331071,0.047880669,0,0,0.00972128
2312.259561,0.051791227,0,0,0.010321834
2314.188051,0.047200912,0,0,0.010504332
2316.116541,0.042496171,0,0,0.011352416
2318.045031,0.039133019,0,0,0.012191605
2319.973521,0.034599546,0,0,0.012923321
2321.902011,0,0,0,0.013501469
2323.830501,0,0,0,0.012845224
2325.758991,0,0,0,0.013138512
2327.687482,0,0,0,0.013290401
2329.615972,0,0,0,0.013342083
2331.544462,0,0,0,0.013361523
2333.472952,0,0,0,0.013386463
2335.401442,0,0,0,0.01339038
2337.329932,0,0,0,0.013270872
2339.258422,0,0,0,0.012923534
2341.186912,0,0,0,0.013451366
2343.115402,0,0,0,0.012800499
2345.043892,0.029254496,0,0,0.012204209
2346.972382,0.036051199,0,0,0.01179417
2348.900872,0.036997969,0,0,0.011706185
2350.829362,0.030784366,0,0,0.012023278
2352.757852,0,0,0,0.012691589
2354.686342,0,0,0,0.013538284
2356.614832,0,0,0,0.013271358
2358.543322,0,0,0,0.01386842
2360.471812,0,0,0,0.01407239
2362.400302,0,0,0,0.013783854
2364.328792,0,0,0,0.013054791
2366.257282,0,0,0,0.013143436
2368.185772,0,0,0,0.01203522
2370.114262,0,0,0,0.010871165
2372.042753,0,0,0,0.010281214
2373.971243,0.036781409,0,0,0.009245166
2375.899733,0.050151353,0,0,0.00896058
2377.828223,0.054659883,0,0,0.008237362
2379.756713,0.058401401,0,0,0.007867594
2381.685203,0.067777389,0,0,0.007073465
2383.613693,0.073936293,0,0,0.006778522
2385.542183,0.077893302,0,0,0.006390532
2387.470673,0.085893103,0,0,0.006161249
2389.399163,0.085291798,0,0,0.006043017
2391.327653,0.077473286,0,0,0.006005671
2393.256143,0.076798456,0,0,0.00611781
2395.184633,0.076896445,0,0,0.006354784
2397.113123,0.07727581,0,0,0.006497097
2399.041613,0.077587715,0,0,0.00647191
2400.970103,0.077666462,0,0,0.006346953
2402.898593,0.077484928,0,0,0.006191142
2404.827083,0.076965636,0,0,0.006061963
2406.755573,0.075879021,0,0,0.005900712
2408.684063,0.074405915,0,0,0.005812937
2410.612553,0.073236323,0,0,0.005586189
2412.541043,0.072568406,0,0,0.005350946
2414.469533,0.071717007,0,0,0.005272738
2416.398023,0.070036208,0,0,0.004863874
2418.326514,0.067778454,0,0,0
2420.255004,0.065264591,0,0,0
2422.183494,0.064120436,0,0,0
2424.111984,0.063779962,0,0,0
2426.040474,0.063895095,0,0,0
2427.968964,0.064219501,0,0,0
2429.897454,0.064864891,0,0,0.004985559
2431.825944,0.066008654,0,0,0.005086312
2433.754434,0.067839909,0,0,0.005109679
2435.682924,0.068986669,0,0,0.005016172
2437.611414,0.069500974,0,0,0
2439.539904,0.069660046,0,0,0
2441.468394,0.0700144,0,0,0
2443.396884,0.070517514,0,0,0
2445.325374,0.070381006,0,0,0
2447.253864,0.068961699,0,0,0
2449.182354,0.06642344,0,0,0
2451.110844,0.064530546,0,0,0
2453.039334,0.064077262,0,0,0
2454.967824,0.064847579,0,0,0
2456.896314,0.065965383,0,0,0
2458.824804,0.067206824,0,0,0
2460.753294,0.06910084,0,0,0
2462.681785,0.071428528,0,0,0
2464.610275,0.073412743,0,0,0
2466.538765,0.074561645,0,0,0
2468.467255,0.075304882,0,0,0
2470.395745,0.076181261,0,0,0
2472.324235,0.077064485,0,0,0
2474.252725,0.077133351,0,0,0
2476.181215,0.075468564,0,0,0
2478.109705,0.071938549,0,0,0
2480.038195,0.067709362,0,0,0
2481.966685,0.064750093,0,0,0
2483.895175,0.063410264,0,0,0
2485.823665,0.06354501,0,0,0
2487.752155,0.064299318,0,0,0
2489.680645,0.065131,0,0,0
2491.609135,0.066028125,0,0,0
2493.537625,0.066774401,0,0,0
2495.466115,0.06673006,0,0,0
2497.394605,0.065885351,0,0,0
2499.323095,0.06522503,0,0,0
2501.251585,0.065569782,0,0,0
2503.180075,0.066538026,0,0,0
2505.108565,0.067027086,0,0,0
2507.037055,0.066528619,0,0,0
2508.965546,0.065521036,0,0,0
2510.894036,0.064607469,0,0,0
2512.822526,0.063712692,0,0,0
2514.751016,0.06241996,0,0,0
2516.679506,0.060739102,0,0,0
2518.607996,0.059031555,0,0,0
2520.536486,0.057583619,0,0,0
2522.464976,0.056498078,0,0,0
2524.393466,0.055659479,0,0,0
2526.321956,0.05487737,0,0,0
2528.250446,0.062095102,0,0,0
2530.178936,0.061706308,0,0,0
2532.107426,0.062223788,0,0,0
2534.035916,0.05546178,0,0,0
2535.964406,0.056432898,0,0,0
2537.892896,0.056796536,0,0,0
2539.821386,0.056917645,0,0,0
2541.749876,0.056725266,0,0,0
2543.678366,0.055647392,0,0,0
2545.606856,0.061543736,0,0,0
2547.535346,0.058859063,0,0,0
2549.463836,0.056267509,0,0,0
2551.392326,0.05497231,0,0,0
2553.320817,0.055836165,0,0,0
2555.249307,0.058335851,0,0,0
2557.177797,0.061230326,0,0,0
2559.106287,0.055728597,0,0,0
2561.034777,0.057601328,0,0,0
2562.963267,0.058928036,0,0,0
2564.891757,0.059308898,0,0,0
2566.820247,0.057975433,0,0,0
2568.748737,0.05493728,0,0,0
